,OBJECTID,advisorySpeed,areaUnitID,bicycle,bridge,bus,carStationWagon,cliffBank,crashDirectionDescription,crashFinancialYear,crashLocation1,crashLocation2,crashSeverity,crashSHDescription,crashYear,debris,directionRoleDescription,ditch,fatalCount,fence,flatHill,guardRail,holiday,houseOrBuilding,kerb,light,meshblockId,minorInjuryCount,moped,motorcycle,NumberOfLanes,objectThrownOrDropped,otherObject,otherVehicleType,overBank,parkedVehicle,pedestrian,phoneBoxEtc,postOrPole,region,roadCharacter,roadLane,roadSurface,roadworks,schoolBus,seriousInjuryCount,slipOrFlood,speedLimit,strayAnimal,streetLight,suv,taxi,temporarySpeedLimit,tlaId,tlaName,trafficControl,trafficIsland,trafficSign,train,tree,truck,unknownVehicleType,urban,vanOrUtility,vehicle,waterRiver,weatherA,weatherB,longitude,latitude
820069,1317289,,535262.0,0.0,0.0,0.0,2.0,0.0,North,2022/2023,SH 1,KIWI ROAD,Serious Crash,Yes,2023,0.0,South,0.0,0.0,0.0,Flat,0.0,,0.0,0.0,Overcast,1151902.0,0.0,0.0,0.0,2.0,,,0.0,,0.0,0.0,0.0,0.0,Waikato Region,Nil,2-way,Sealed,,0.0,1.0,0.0,100.0,0.0,None,0.0,0.0,,19.0,South Waikato District,Nil,,,0.0,0.0,0.0,0.0,Open,0.0,0.0,0.0,Fine,Null,176.004891613915,-38.3553941739413
820074,1317294,,608700.0,0.0,0.0,0.0,1.0,0.0,Null,2022/2023,FRANKTON ROAD,KAWARAU ROAD,Serious Crash,Yes,2023,0.0,East,0.0,0.0,0.0,Flat,0.0,,0.0,0.0,Bright sun,3037102.0,1.0,0.0,1.0,3.0,,,0.0,,0.0,0.0,0.0,0.0,Otago Region,Nil,2-way,Sealed,,0.0,1.0,0.0,50.0,0.0,None,0.0,0.0,,70.0,Queenstown-Lakes District,Give way,,,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Fine,Null,168.731327131246,-45.0156943180753
820077,1317297,,520500.0,0.0,0.0,1.0,1.0,0.0,Null,2022/2023,GREAT SOUTH ROAD,SYLVIA PARK ROAD,Minor Crash,No,2023,0.0,South,0.0,0.0,0.0,Hill Road,0.0,,0.0,0.0,Bright sun,637300.0,2.0,0.0,0.0,4.0,,,0.0,,0.0,0.0,0.0,0.0,Auckland Region,Bridge,2-way,Sealed,,0.0,0.0,0.0,50.0,0.0,Off,1.0,0.0,,76.0,Auckland,Give way,,,0.0,0.0,1.0,0.0,Urban,0.0,0.0,0.0,Fine,Null,174.832507045848,-36.9254378115274
820078,1317298,,597730.0,0.0,0.0,0.0,1.0,0.0,East,2022/2023,MARONAN ROAD,PLANTATION ROAD,Serious Crash,No,2023,0.0,West,0.0,0.0,1.0,Flat,0.0,,0.0,0.0,Dark,2748601.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Canterbury Region,Nil,2-way,Sealed,0.0,0.0,3.0,0.0,100.0,0.0,None,0.0,0.0,,63.0,Ashburton District,Nil,0.0,0.0,0.0,1.0,0.0,0.0,Open,0.0,0.0,0.0,Fine,Null,171.633754850014,-43.9353302648205
820081,1317301,,585506.0,0.0,1.0,0.0,1.0,0.0,East,2022/2023,MOUSE POINT ROAD,STINKING STM BR,Minor Crash,Yes,2023,0.0,East,0.0,0.0,0.0,Hill Road,0.0,,0.0,0.0,Overcast,2428002.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Canterbury Region,Bridge,2-way,Sealed,0.0,0.0,0.0,0.0,100.0,0.0,None,0.0,0.0,,58.0,Hurunui District,Nil,0.0,0.0,0.0,0.0,0.0,0.0,Open,0.0,0.0,0.0,Light rain,Null,172.775791199501,-42.6723964013268
820083,1317303,,576901.0,0.0,0.0,0.0,3.0,0.0,Null,2022/2023,RONGOTAI ROAD,MAHORA STREET,Minor Crash,No,2023,0.0,West,0.0,0.0,0.0,Flat,0.0,,0.0,0.0,Bright sun,2177100.0,1.0,0.0,0.0,2.0,,,0.0,,0.0,0.0,0.0,0.0,Wellington Region,Nil,1-way,Sealed,,0.0,0.0,0.0,50.0,0.0,Off,0.0,0.0,,47.0,Wellington City,Give way,,,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Fine,Null,174.797532879793,-41.3183931490664
820085,1317305,75.0,597730.0,0.0,0.0,0.0,1.0,1.0,South,2022/2023,METHVEN HIGHWAY,WAKELINS ROAD,Minor Crash,Yes,2023,0.0,West,0.0,0.0,0.0,Flat,0.0,,0.0,0.0,Dark,2747400.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Canterbury Region,Nil,2-way,Sealed,0.0,0.0,0.0,0.0,100.0,0.0,None,0.0,0.0,,63.0,Ashburton District,Nil,0.0,1.0,0.0,0.0,0.0,0.0,Open,0.0,0.0,0.0,Fine,Null,171.730187657006,-43.8425338945932
820087,1317307,,549200.0,0.0,0.0,0.0,0.0,0.0,North,2022/2023,HIGHWAY 50,ASHCOTT BR,Fatal Crash,Yes,2023,0.0,South,0.0,1.0,1.0,Flat,0.0,,0.0,0.0,Overcast,1514800.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,0.0,0.0,100.0,0.0,None,0.0,0.0,,32.0,Central Hawke's Bay District,Nil,0.0,0.0,0.0,1.0,0.0,0.0,Open,0.0,0.0,0.0,Fine,Null,176.353315136751,-39.9410867761622
820090,1317310,,551501.0,0.0,0.0,0.0,1.0,0.0,Null,2022/2023,ST AUBYN STREET,KINGWELL STREET,Minor Crash,Yes,2023,0.0,East,0.0,0.0,0.0,Flat,0.0,,1.0,0.0,Dark,1581200.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Taranaki Region,Nil,2-way,Sealed,0.0,0.0,0.0,0.0,50.0,0.0,On,0.0,0.0,,33.0,New Plymouth District,Give way,0.0,0.0,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Fine,Null,174.05119442795,-39.0609857467816
820092,1317312,,521301.0,0.0,0.0,0.0,1.0,0.0,East,2022/2023,PONGA ROAD,JACK PATERSON ROAD,Minor Crash,No,2023,0.0,East,0.0,0.0,0.0,Flat,0.0,,0.0,0.0,Dark,808403.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Auckland Region,Nil,2-way,Sealed,0.0,0.0,0.0,0.0,60.0,0.0,None,0.0,0.0,,76.0,Auckland,Nil,0.0,1.0,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Light rain,Null,174.977611370969,-37.0877734192875
820093,1317313,,561813.0,0.0,0.0,0.0,0.0,0.0,South,2022/2023,TENNENT DRIVE,SUMMERHILL OBR,Serious Crash,No,2023,0.0,South,0.0,0.0,0.0,Flat,1.0,,0.0,0.0,Bright sun,1799100.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manawatū-Whanganui Region,Underpass,1-way,Sealed,0.0,0.0,1.0,0.0,60.0,0.0,Off,0.0,0.0,,40.0,Palmerston North City,Nil,0.0,0.0,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Fine,Null,175.623754698205,-40.3775068674862
820095,1317315,,511800.0,0.0,0.0,0.0,2.0,0.0,West,2022/2023,VIEW ROAD,GAEDE TERRACE,Minor Crash,No,2023,0.0,West,0.0,0.0,0.0,Hill Road,0.0,,0.0,0.0,Overcast,276900.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Auckland Region,Nil,2-way,Sealed,0.0,0.0,0.0,0.0,50.0,0.0,Off,0.0,0.0,,76.0,Auckland,Nil,0.0,0.0,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Light rain,Null,174.641187255377,-36.8934761097611
820102,1317322,,609912.0,0.0,0.0,0.0,1.0,0.0,Null,2022/2023,BAINFIELD ROAD,MILL ROAD NORTH,Minor Crash,No,2023,0.0,East,0.0,0.0,0.0,Flat,0.0,,0.0,0.0,Bright sun,3091801.0,1.0,0.0,0.0,2.0,,,0.0,,0.0,0.0,0.0,0.0,Southland Region,Nil,2-way,Sealed,,0.0,0.0,0.0,100.0,0.0,None,0.0,0.0,,75.0,Invercargill City,Stop,,,0.0,0.0,1.0,0.0,Open,0.0,0.0,0.0,Fine,Null,168.416353344531,-46.3806972204559
820105,1317325,,590604.0,0.0,0.0,0.0,1.0,0.0,North,2022/2023,CHRISTCHURCH NORTHERN MOTORWAY,DICKEYS ROAD,Minor Crash,No,2023,0.0,North,0.0,0.0,0.0,Flat,1.0,,0.0,0.0,Dark,2502800.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Canterbury Region,Motorway ramp,1-way,Sealed,0.0,0.0,0.0,0.0,60.0,0.0,On,0.0,0.0,,60.0,Christchurch City,Nil,0.0,0.0,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Fine,Null,172.637956141068,-43.4366584979572
820109,1317329,,555800.0,0.0,0.0,0.0,1.0,0.0,East,2022/2023,BRYCE STREET,KIRK STREET,Minor Crash,No,2023,0.0,West,0.0,0.0,0.0,Flat,0.0,,0.0,0.0,Bright sun,1714800.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Manawatū-Whanganui Region,Nil,2-way,Sealed,0.0,0.0,0.0,0.0,50.0,0.0,Off,0.0,0.0,,37.0,Whanganui District,Nil,0.0,0.0,0.0,0.0,0.0,0.0,Urban,1.0,0.0,0.0,Fine,Null,174.991330650486,-39.9431093188701
820111,1317331,,520500.0,0.0,0.0,0.0,1.0,0.0,West,2022/2023,HILLSIDE ROAD,WALTERS ROAD,Serious Crash,No,2023,0.0,West,0.0,0.0,0.0,Flat,0.0,,0.0,0.0,Bright sun,636100.0,2.0,0.0,0.0,2.0,,,0.0,,0.0,2.0,0.0,0.0,Auckland Region,Nil,2-way,Sealed,,0.0,1.0,0.0,50.0,0.0,Off,0.0,0.0,,76.0,Auckland,Nil,,,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Fine,Null,174.847241422231,-36.9310570749448
820164,1317384,,572701.0,0.0,0.0,0.0,3.0,0.0,North,2022/2023,JOHNSONVILLE PORIRUA MOTORWAY,COLLINS OBR,Minor Crash,Yes,2023,0.0,North,0.0,0.0,0.0,Flat,0.0,,0.0,0.0,Overcast,1993200.0,1.0,0.0,0.0,4.0,,,0.0,,0.0,0.0,0.0,0.0,Wellington Region,Nil,1-way,Sealed,,0.0,0.0,0.0,100.0,0.0,Off,0.0,0.0,,47.0,Wellington City,Nil,,,0.0,0.0,0.0,0.0,Open,3.0,0.0,0.0,Fine,Null,174.837393759375,-41.1582506333604
820168,1317388,,506613.0,0.0,0.0,0.0,0.0,0.0,North,2022/2023,WEST COAST ROAD,PARKER ROAD,Serious Crash,No,2023,0.0,South,0.0,0.0,0.0,Hill Road,0.0,Christmas New Year,0.0,0.0,Overcast,146500.0,0.0,0.0,2.0,2.0,,,0.0,,0.0,0.0,0.0,0.0,Auckland Region,Nil,2-way,Sealed,,0.0,2.0,0.0,100.0,0.0,None,0.0,0.0,,76.0,Auckland,Nil,,,0.0,0.0,0.0,0.0,Open,0.0,0.0,0.0,Fine,Null,174.531047303577,-36.4881690249068
820173,1317393,,532000.0,0.0,0.0,0.0,1.0,0.0,Null,2022/2023,ESPLANADE,LAWRENCE STREET,Minor Crash,No,2023,0.0,South,0.0,0.0,0.0,Flat,1.0,,0.0,1.0,Bright sun,1006200.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Waikato Region,Bridge,2-way,Sealed,0.0,0.0,0.0,0.0,50.0,0.0,Off,0.0,0.0,,20.0,Waitomo District,Give way,0.0,0.0,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Fine,Strong wind,175.170370554386,-38.3365429449687
820175,1317395,,601301.0,0.0,0.0,0.0,0.0,0.0,North,2022/2023,PALMERSTON-WAIKOUAITI ROAD,PATTERSON ROAD,Minor Crash,Yes,2023,0.0,North,2.0,0.0,0.0,Flat,0.0,,0.0,0.0,Overcast,2854100.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Otago Region,Nil,2-way,Sealed,0.0,0.0,0.0,0.0,100.0,0.0,None,0.0,0.0,,68.0,Waitaki District,Nil,0.0,0.0,0.0,0.0,0.0,0.0,Open,1.0,0.0,0.0,Fine,Null,170.697319837411,-45.5166571054595
820176,1317396,,532700.0,0.0,0.0,0.0,1.0,1.0,North,2022/2023,SH 4,KOROMIKO ROAD,Minor Crash,Yes,2023,0.0,North,0.0,0.0,0.0,Flat,0.0,,0.0,0.0,Overcast,1042100.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manawatū-Whanganui Region,Nil,2-way,Sealed,0.0,0.0,0.0,0.0,100.0,0.0,None,0.0,0.0,,36.0,Ruapehu District,Nil,0.0,0.0,0.0,0.0,0.0,0.0,Open,0.0,0.0,0.0,Fine,Null,175.260630526669,-38.7309660553752
820184,1317404,,545832.0,0.0,0.0,0.0,3.0,0.0,North,2022/2023,HAWKES BAY EXPRESSWAY,NGARURORO BR,Minor Crash,Yes,2023,0.0,North,0.0,0.0,0.0,Flat,0.0,,0.0,0.0,Bright sun,1404400.0,2.0,0.0,0.0,2.0,,,0.0,,0.0,0.0,0.0,0.0,Hawke's Bay Region,Nil,2-way,Sealed,,0.0,0.0,0.0,100.0,0.0,None,0.0,0.0,,30.0,Hastings District,Nil,,,0.0,0.0,0.0,0.0,Open,0.0,0.0,0.0,Fine,Null,176.84862235708,-39.5925431406462
820186,1317406,,545301.0,0.0,0.0,0.0,0.0,0.0,North,2022/2023,SH 2,AWAMATE ROAD,Minor Crash,Yes,2023,0.0,West,0.0,0.0,0.0,Flat,0.0,,0.0,0.0,Bright sun,1391701.0,1.0,0.0,1.0,2.0,,,0.0,,0.0,0.0,0.0,0.0,Hawke's Bay Region,Nil,2-way,Sealed,,0.0,0.0,0.0,80.0,0.0,None,0.0,0.0,,29.0,Wairoa District,Nil,,,0.0,0.0,0.0,0.0,Open,0.0,0.0,0.0,Fine,Null,177.372174398666,-39.0190077613787
820188,1317408,,505604.0,0.0,0.0,0.0,1.0,0.0,South,2022/2023,COATESVILLE-RIVERHEAD HIGHWAY,RIVERLAND ROAD,Minor Crash,No,2023,0.0,North,0.0,0.0,0.0,Hill Road,0.0,,0.0,0.0,Overcast,214300.0,1.0,0.0,0.0,2.0,,,0.0,,0.0,0.0,0.0,0.0,Auckland Region,Nil,2-way,Sealed,,0.0,0.0,0.0,60.0,0.0,None,1.0,0.0,,76.0,Auckland,Nil,,,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Fine,Null,174.586772743174,-36.7774695384293
820191,1317411,,523722.0,0.0,0.0,0.0,2.0,0.0,North,2022/2023,SOUTHERN MOTORWAY,TE IRIRANGI OBR,Serious Crash,Yes,2023,0.0,South,0.0,0.0,0.0,Flat,1.0,,0.0,0.0,Dark,715701.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Auckland Region,Bridge,1-way,Sealed,0.0,0.0,1.0,0.0,100.0,0.0,On,0.0,1.0,,76.0,Auckland,Nil,0.0,0.0,0.0,0.0,0.0,0.0,Open,0.0,0.0,0.0,Fine,Null,174.88420960576,-36.9848322580858
820207,1317427,,585325.0,0.0,0.0,0.0,1.0,0.0,West,2022/2023,HAAST HIGHWAY,WAITA RIV BR,Minor Crash,Yes,2023,0.0,North,1.0,0.0,0.0,Flat,0.0,,0.0,0.0,Bright sun,2416700.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,West Coast Region,Nil,2-way,Sealed,0.0,0.0,0.0,0.0,100.0,0.0,None,0.0,0.0,,57.0,Westland District,Nil,0.0,0.0,0.0,0.0,0.0,0.0,Open,0.0,0.0,0.0,Fine,Null,169.116526274159,-43.7911900222545
820212,1317432,,524602.0,0.0,0.0,0.0,2.0,0.0,Null,2022/2023,KERRS ROAD,DALGETY DRIVE,Minor Crash,No,2023,0.0,West,0.0,0.0,0.0,Flat,0.0,,0.0,0.0,Dark,780407.0,1.0,0.0,0.0,3.0,,,0.0,,0.0,0.0,0.0,0.0,Auckland Region,Nil,2-way,Sealed,,0.0,0.0,0.0,50.0,0.0,On,0.0,0.0,,76.0,Auckland,Traffic Signals,,,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Heavy rain,Null,174.873739825388,-37.0069951793927
820216,1317436,,529000.0,0.0,0.0,0.0,1.0,0.0,Null,2022/2023,RIFLE RANGE ROAD,KILLARNEY ROAD,Minor Crash,Yes,2023,0.0,South,0.0,0.0,0.0,Flat,0.0,,0.0,0.0,Dark,919000.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Waikato Region,Nil,2-way,Sealed,0.0,0.0,0.0,0.0,50.0,0.0,On,0.0,0.0,30.0,16.0,Hamilton City,Give way,0.0,0.0,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Light rain,Null,175.248078992757,-37.7949249938971
820218,1317438,,586504.0,0.0,0.0,0.0,1.0,0.0,North,2022/2023,OHOKA ROAD,BUTCHERS ROAD,Serious Crash,No,2023,0.0,South,0.0,0.0,0.0,Flat,0.0,,0.0,0.0,Overcast,2454800.0,0.0,0.0,0.0,2.0,,,0.0,,0.0,0.0,0.0,0.0,Canterbury Region,Nil,2-way,Sealed,,0.0,1.0,0.0,60.0,0.0,Off,0.0,0.0,,59.0,Waimakariri District,Nil,,,0.0,0.0,0.0,0.0,Urban,1.0,0.0,0.0,Light rain,Null,172.630594721416,-43.38183504616
820219,1317439,,533200.0,0.0,0.0,0.0,0.0,0.0,South,2022/2023,TAIRUA WHITIANGA ROAD,FAGAN LANE,Serious Crash,Yes,2023,0.0,South,0.0,0.0,1.0,Hill Road,0.0,,0.0,0.0,Bright sun,1046204.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Waikato Region,Nil,2-way,Sealed,0.0,0.0,1.0,0.0,100.0,0.0,None,0.0,0.0,,11.0,Thames-Coromandel District,Nil,0.0,0.0,0.0,0.0,0.0,0.0,Open,0.0,0.0,0.0,Fine,Null,175.668925641107,-36.8735467268125
820251,1317471,,528800.0,1.0,0.0,0.0,1.0,0.0,Null,2022/2023,WALSH STREET,HUIA AVENUE,Minor Crash,No,2023,0.0,South,0.0,0.0,0.0,Flat,0.0,,0.0,0.0,Overcast,902500.0,1.0,0.0,0.0,2.0,,,0.0,,0.0,0.0,0.0,0.0,Waikato Region,Nil,2-way,Sealed,,0.0,0.0,0.0,40.0,0.0,Off,0.0,0.0,,16.0,Hamilton City,Give way,,,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Fine,Null,175.251556396059,-37.7763710010736
820257,1317477,,538820.0,0.0,0.0,0.0,0.0,0.0,North,2022/2023,SH 33,MANIATUTU ROAD,Minor Crash,Yes,2023,0.0,South,0.0,0.0,0.0,Flat,0.0,,0.0,0.0,Overcast,1250900.0,1.0,0.0,1.0,2.0,,,0.0,,0.0,0.0,0.0,0.0,Bay of Plenty Region,Nil,2-way,Sealed,,0.0,0.0,0.0,100.0,0.0,None,0.0,0.0,50.0,24.0,Rotorua District,Nil,,,0.0,0.0,0.0,0.0,Open,0.0,0.0,0.0,Light rain,Null,176.371107348423,-37.9945558144918
820262,1317482,,520000.0,0.0,0.0,0.0,1.0,0.0,Null,2022/2023,NEILSON STREET,ALFRED STREET,Minor Crash,No,2023,0.0,East,0.0,0.0,0.0,Flat,0.0,Easter,0.0,0.0,Overcast,607100.0,1.0,0.0,0.0,5.0,,,0.0,,0.0,0.0,0.0,0.0,Auckland Region,Nil,2-way,Sealed,,0.0,0.0,0.0,50.0,0.0,Off,0.0,0.0,30.0,76.0,Auckland,Stop,,,0.0,0.0,0.0,0.0,Urban,1.0,0.0,0.0,Light rain,Null,174.794725348431,-36.9262637731658
820280,1317500,,507300.0,0.0,0.0,0.0,1.0,0.0,Null,2022/2023,BEACH ROAD,LYONS AVENUE,Minor Crash,No,2023,0.0,West,0.0,0.0,0.0,Flat,0.0,,0.0,0.0,Dark,155100.0,1.0,0.0,0.0,2.0,,,0.0,,0.0,1.0,0.0,0.0,Auckland Region,Nil,2-way,Sealed,,0.0,0.0,0.0,50.0,0.0,On,0.0,0.0,,76.0,Auckland,Give way,,,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Fine,Null,174.747651619794,-36.7265372660173
820288,1317508,,610032.0,0.0,0.0,0.0,1.0,0.0,Null,2022/2023,WAIKAKA ROAD,EAST CHATTON ROAD,Minor Crash,No,2023,0.0,North,0.0,0.0,0.0,Flat,0.0,,0.0,0.0,Overcast,3050800.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southland Region,Nil,2-way,Sealed,0.0,0.0,0.0,0.0,100.0,0.0,None,0.0,0.0,,74.0,Gore District,Give way,0.0,0.0,0.0,1.0,0.0,0.0,Open,0.0,0.0,0.0,Heavy rain,Null,169.030596447987,-45.9946016800123
820289,1317509,25.0,509702.0,0.0,0.0,0.0,1.0,0.0,North,2022/2023,SYLVAN AVENUE,TARAHANGA STREET,Minor Crash,No,2023,0.0,North,0.0,0.0,0.0,Hill Road,0.0,,1.0,0.0,Dark,366700.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Auckland Region,Nil,2-way,Sealed,0.0,0.0,0.0,0.0,50.0,0.0,On,0.0,0.0,,76.0,Auckland,Nil,0.0,0.0,0.0,1.0,0.0,0.0,Urban,0.0,0.0,0.0,Fine,Null,174.750718550477,-36.8109149470318
820291,1317511,,524604.0,0.0,0.0,0.0,1.0,0.0,West,2022/2023,WIRI STATION ROAD,LANGLEY ROAD,Minor Crash,No,2023,0.0,West,0.0,0.0,0.0,Flat,0.0,,0.0,0.0,Overcast,781302.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Auckland Region,Nil,1-way,Sealed,0.0,0.0,0.0,0.0,60.0,0.0,Off,0.0,0.0,,76.0,Auckland,Nil,0.0,0.0,0.0,0.0,1.0,0.0,Urban,0.0,0.0,0.0,Heavy rain,Null,174.860319980944,-37.0043243097613
820297,1317517,,536641.0,0.0,0.0,0.0,1.0,1.0,South,2022/2023,WELCOME BAY ROAD,NGAPEKE ROAD,Minor Crash,No,2023,0.0,North,0.0,0.0,0.0,Flat,0.0,,0.0,0.0,Overcast,1206305.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bay of Plenty Region,Nil,2-way,Sealed,0.0,0.0,0.0,0.0,80.0,0.0,None,0.0,0.0,,22.0,Western Bay of Plenty District,Nil,0.0,0.0,0.0,0.0,0.0,0.0,Open,0.0,0.0,0.0,Heavy rain,Null,176.213116445496,-37.7240498152902
820316,1317536,,505500.0,0.0,0.0,0.0,2.0,0.0,East,2022/2023,QUEEN STREET,MILL LANE,Minor Crash,No,2023,0.0,South,0.0,0.0,0.0,Flat,0.0,,0.0,0.0,Overcast,140300.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,Auckland Region,Nil,2-way,Sealed,0.0,0.0,0.0,0.0,50.0,0.0,Off,1.0,0.0,,76.0,Auckland,Nil,0.0,0.0,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Fine,Null,174.66362988405,-36.397817210931
820325,1317545,,505010.0,0.0,0.0,0.0,1.0,0.0,West,2022/2023,SH 12,PAHI ROAD,Fatal Crash,Yes,2023,0.0,East,0.0,1.0,0.0,Hill Road,0.0,,0.0,0.0,Bright sun,130801.0,0.0,0.0,0.0,2.0,,,0.0,,0.0,0.0,0.0,0.0,Northland Region,Nil,2-way,Sealed,,0.0,1.0,0.0,100.0,0.0,None,0.0,0.0,,3.0,Kaipara District,Nil,,,0.0,0.0,0.0,0.0,Open,1.0,0.0,0.0,Fine,Null,174.222189017322,-36.1092358826137
820354,1317574,,562500.0,0.0,0.0,0.0,2.0,0.0,Null,2022/2023,TREMAINE AVENUE,VOGEL STREET,Minor Crash,No,2023,0.0,West,0.0,0.0,0.0,Flat,0.0,,0.0,0.0,Bright sun,1840900.0,1.0,0.0,0.0,2.0,,,0.0,,0.0,0.0,0.0,0.0,Manawatū-Whanganui Region,Nil,2-way,Sealed,,0.0,0.0,0.0,50.0,0.0,Off,0.0,0.0,,40.0,Palmerston North City,Traffic Signals,,,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Fine,Null,175.630149122743,-40.3305780492436
820355,1317575,,524602.0,0.0,0.0,0.0,1.0,0.0,East,2022/2023,KERRS ROAD,HOBILL AVENUE,Minor Crash,No,2023,0.0,West,0.0,0.0,0.0,Flat,0.0,,0.0,0.0,Dark,780407.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Auckland Region,Nil,2-way,Sealed,0.0,0.0,0.0,0.0,50.0,0.0,On,0.0,0.0,,76.0,Auckland,Nil,0.0,0.0,0.0,0.0,1.0,0.0,Urban,0.0,0.0,0.0,Light rain,Null,174.877571873113,-37.0056932295636
820367,1317587,,522400.0,0.0,0.0,0.0,0.0,0.0,South,2022/2023,GREAT SOUTH ROAD,CASPAR ROAD,Minor Crash,No,2023,0.0,South,0.0,0.0,0.0,Flat,0.0,,0.0,0.0,Dark,671200.0,1.0,0.0,0.0,4.0,,,0.0,,0.0,1.0,0.0,0.0,Auckland Region,Nil,2-way,Sealed,,0.0,0.0,0.0,50.0,0.0,On,0.0,0.0,,76.0,Auckland,Nil,,,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Fine,Null,174.876705041119,-36.9807497352602
820372,1317592,,508420.0,0.0,0.0,0.0,1.0,0.0,South,2022/2023,SUNSET ROAD,MEADOWOOD DRIVE,Minor Crash,No,2023,0.0,South,0.0,0.0,0.0,Flat,0.0,,0.0,0.0,Bright sun,182028.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Auckland Region,Nil,2-way,Sealed,0.0,0.0,0.0,0.0,50.0,0.0,Off,0.0,0.0,,76.0,Auckland,Nil,0.0,0.0,0.0,0.0,0.0,0.0,Urban,1.0,0.0,0.0,Fine,Null,174.723846436005,-36.7574920645889
820387,1317607,,556900.0,0.0,0.0,0.0,1.0,0.0,Null,2022/2023,DUBLIN STREET,BELL STREET,Minor Crash,No,2023,0.0,North,0.0,0.0,0.0,Flat,0.0,,0.0,0.0,Overcast,1699700.0,1.0,1.0,0.0,2.0,,,0.0,,0.0,0.0,0.0,0.0,Manawatū-Whanganui Region,Nil,2-way,Sealed,,0.0,0.0,0.0,50.0,0.0,Off,0.0,0.0,,37.0,Whanganui District,Stop,,,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Light rain,Null,175.046122018486,-39.9253704192939
